qid,query,qpp_estimate,parameters,qpp_method
324585,how much money do motivational speakers make,4.954344997350901e-05,{'k': 7},nqc
330975,how much would it cost to install my own wind turbine,0.0002106877362024701,{'k': 7},nqc
332593,how often to button quail lay eggs,0.0024660476876859666,{'k': 7},nqc
336901,how old is vanessa redgrave,0.012156099686021781,{'k': 7},nqc
359349,how to find the midsegment of a trapezoid,1.945670915149171e-05,{'k': 7},nqc
390360,ia suffix meaning,0.0021836690938175363,{'k': 7},nqc
405163,is caffeine an narcotic,0.288321457996764,{'k': 7},nqc
405717,is cdg airport in main paris,0.0001166481380629999,{'k': 7},nqc
42255,average salary for dental hygienist in nebraska,0.9918673659909215,{'k': 7},nqc
443396,lps laws definition,0.03811232625472614,{'k': 7},nqc
451602,medicare s definition of mechanical ventilation,0.01092035580462405,{'k': 7},nqc
47210,average wedding dress alteration cost,2.537993259389291e-05,{'k': 7},nqc
47923,axon terminals or synaptic knob definition,7.451771344098723e-05,{'k': 7},nqc
489204,right pelvic pain causes,0.0032918620603971395,{'k': 7},nqc
490595,rsa definition key,0.0002674888606543638,{'k': 7},nqc
527433,types of dysarthria from cerebral palsy,0.017025841561224674,{'k': 7},nqc
555530,what are best foods to lower cholesterol,0.0008046401219931517,{'k': 7},nqc
573724,what are the social determinants of health,6.613680012485611e-06,{'k': 7},nqc
583468,what carvedilol used for,0.00019584146126117353,{'k': 7},nqc
640502,what does it mean if your tsh is low,0.0006322991482800244,{'k': 7},nqc
67316,can fever cause miscarriage early pregnancy,0.6285320303447071,{'k': 7},nqc
673670,what is a alm,0.0014446090862108138,{'k': 7},nqc
701453,what is a statutory deed,0.00019182384009325235,{'k': 7},nqc
730539,what is chronometer who invented it,0.05098369621528134,{'k': 7},nqc
768208,what is mamey,1.1102300821700315,{'k': 7},nqc
833860,what is the most popular food in switzerland,0.00012589225102862967,{'k': 7},nqc
855410,what is theraderm used for,1.857120845162257,{'k': 7},nqc
87181,causes of left ventricular hypertrophy,8.204164889810126e-05,{'k': 7},nqc
87452,causes of military suicide,0.0010470546584270862,{'k': 7},nqc
877809,what metal are hip replacements made of,1.1066628988545924e-05,{'k': 7},nqc
911232,what type of conflict does della face in o henry the gift of the magi,0.038913901360340404,{'k': 7},nqc
914916,what type of tissue are bronchioles,0.00930067822162441,{'k': 7},nqc
915593,what types of food can you cook sous vide,0.01713226632126981,{'k': 7},nqc
938400,when did family feud come out,0.00039848545516580513,{'k': 7},nqc
940547,when did rock n roll begin,0.002878212013492349,{'k': 7},nqc
962179,when was the salvation army founded,0.05430830909089162,{'k': 7},nqc
997622,where is the show shameless filmed,2.8480245121072933e-06,{'k': 7},nqc
1030303,who is aziz hashim,0.998086,{'position': 0},maxScore
1037496,who is rep scalise,0.995001,{'position': 0},maxScore
1037798,who is robert gray,0.995599,{'position': 0},maxScore
1043135,who killed nicholas ii of russia,0.995829,{'position': 0},maxScore
104861,cost of interior concrete flooring,0.91492,{'position': 0},maxScore
1051399,who sings monk theme song,0.99836,{'position': 0},maxScore
1063750,why did the us volunterilay enter ww1,0.99534,{'position': 0},maxScore
1064670,why do hunters pattern their shotguns,0.998852,{'position': 0},maxScore
1071750,why is pete rose banned from hall of fame,0.996507,{'position': 0},maxScore
1103812,who formed the commonwealth of independent states,0.98829,{'position': 0},maxScore
1105792,define geon,0.995909,{'position': 0},maxScore
1106007,define visceral,0.997257,{'position': 0},maxScore
1106979,define pareto chart in statistics,0.997437,{'position': 0},maxScore
1108651,what the best way to get clothes white,0.996212,{'position': 0},maxScore
1109707,what medium do radio waves travel through,0.994077,{'position': 0},maxScore
1110199,what is wifi vs bluetooth,0.968873,{'position': 0},maxScore
1110678,what is the un fao,0.96738,{'position': 0},maxScore
1112341,what is the daily life of thai people,0.996862,{'position': 0},maxScore
1113256,what is reba mcentire s net worth,0.99866,{'position': 0},maxScore
1113437,what is physical description of spruce,0.966677,{'position': 0},maxScore
1114646,what is famvir prescribed for,0.973115,{'position': 0},maxScore
1114819,what is durable medical equipment consist of,0.996992,{'position': 0},maxScore
1115210,what is chaff and flare,0.97724,{'position': 0},maxScore
1115776,what is an aml surveillance analyst,0.996536,{'position': 0},maxScore
1116380,what is a nonconformity earth science,0.975717,{'position': 0},maxScore
1117099,what is a active margin,0.993298,{'position': 0},maxScore
1121353,what can you do about discrimination in the workplace in oklahoma city,0.963311,{'position': 0},maxScore
1121402,what can contour plowing reduce,0.99657,{'position': 0},maxScore
1121709,what are the three percenters,0.0060687,{'position': 0},maxScore
1122767,what amino produces carnitine,0.986793,{'position': 0},maxScore
1124210,tracheids are part of,0.85315,{'position': 0},maxScore
1127540,meaning of shebang,0.996412,{'position': 0},maxScore
1129237,hydrogen is a liquid below what temperature,0.993451,{'position': 0},maxScore
1131069,how many sons robert kraft has,0.99579,{'position': 0},maxScore
1132532,average annual income data analyst,0.992112,{'position': 0},maxScore
1133167,how is the weather in jamaica,0.992973,{'position': 0},maxScore
1133579,how does granulation tissue start,0.996378,{'position': 0},maxScore
1136043,difference between a hotel and motel,0.991377,{'position': 0},maxScore
1136047,difference between a company s strategy and business model is,0.996795,{'position': 0},maxScore
1136962,why did the ancient egyptians call their land kemet or black land,0.995629,{'position': 0},maxScore
118440,define bmt medical,0.997874,{'position': 0},maxScore
121171,define etruscans,0.993828,{'position': 0},maxScore
130510,definition declaratory judgment,0.995957,{'position': 0},maxScore
131843,definition of a sigmet,0.99739,{'position': 0},maxScore
135802,definition of laudable,0.997402,{'position': 0},maxScore
141630,describe how muscles and bones work together to produce movement,0.981775,{'position': 0},maxScore
146187,difference between a mcdouble and a double cheeseburger,0.998094,{'position': 0},maxScore
148538,difference between rn and bsn,0.995311,{'position': 0},maxScore
156493,do goldfish grow,0.992883,{'position': 0},maxScore
156498,do google docs auto save,0.997063,{'position': 0},maxScore
168216,does legionella pneumophila cause pneumonia,0.990907,{'position': 0},maxScore
169208,does mississippi have an income tax,0.996858,{'position': 0},maxScore
174463,dog day afternoon meaning,0.995426,{'position': 0},maxScore
182539,example of monotonic function,0.996371,{'position': 0},maxScore
183378,exons definition biology,0.990711,{'position': 0},maxScore
19335,anthropological definition of environment,0.989172,{'position': 0},maxScore
207786,how are some sharks warm blooded,0.986019,{'position': 0},maxScore
23849,are naturalization records public information,0.994704,{'position': 0},maxScore
258062,how long does it take to remove wisdom tooth,0.985945,{'position': 0},maxScore
264014,how long is life cycle of flea,0.994851,{'position': 0},maxScore
324585,how much money do motivational speakers make,0.997413,{'position': 0},maxScore
330975,how much would it cost to install my own wind turbine,0.978651,{'position': 0},maxScore
332593,how often to button quail lay eggs,0.99146,{'position': 0},maxScore
336901,how old is vanessa redgrave,0.997181,{'position': 0},maxScore
359349,how to find the midsegment of a trapezoid,0.996188,{'position': 0},maxScore
390360,ia suffix meaning,0.993753,{'position': 0},maxScore
405163,is caffeine an narcotic,0.95784,{'position': 0},maxScore
405717,is cdg airport in main paris,0.997819,{'position': 0},maxScore
42255,average salary for dental hygienist in nebraska,0.997634,{'position': 0},maxScore
443396,lps laws definition,0.992998,{'position': 0},maxScore
451602,medicare s definition of mechanical ventilation,0.990031,{'position': 0},maxScore
47210,average wedding dress alteration cost,0.996122,{'position': 0},maxScore
47923,axon terminals or synaptic knob definition,0.996032,{'position': 0},maxScore
489204,right pelvic pain causes,0.908403,{'position': 0},maxScore
490595,rsa definition key,0.984522,{'position': 0},maxScore
527433,types of dysarthria from cerebral palsy,0.99839,{'position': 0},maxScore
555530,what are best foods to lower cholesterol,0.992552,{'position': 0},maxScore
573724,what are the social determinants of health,0.996138,{'position': 0},maxScore
583468,what carvedilol used for,0.993548,{'position': 0},maxScore
640502,what does it mean if your tsh is low,0.982665,{'position': 0},maxScore
67316,can fever cause miscarriage early pregnancy,0.984351,{'position': 0},maxScore
673670,what is a alm,0.984585,{'position': 0},maxScore
701453,what is a statutory deed,0.992136,{'position': 0},maxScore
730539,what is chronometer who invented it,0.99289,{'position': 0},maxScore
768208,what is mamey,0.963869,{'position': 0},maxScore
833860,what is the most popular food in switzerland,0.997528,{'position': 0},maxScore
855410,what is theraderm used for,0.968379,{'position': 0},maxScore
87181,causes of left ventricular hypertrophy,0.985495,{'position': 0},maxScore
87452,causes of military suicide,0.993238,{'position': 0},maxScore
877809,what metal are hip replacements made of,0.997466,{'position': 0},maxScore
911232,what type of conflict does della face in o henry the gift of the magi,0.993025,{'position': 0},maxScore
914916,what type of tissue are bronchioles,0.946485,{'position': 0},maxScore
915593,what types of food can you cook sous vide,0.997933,{'position': 0},maxScore
938400,when did family feud come out,0.993263,{'position': 0},maxScore
940547,when did rock n roll begin,0.990974,{'position': 0},maxScore
962179,when was the salvation army founded,0.997143,{'position': 0},maxScore
997622,where is the show shameless filmed,0.997851,{'position': 0},maxScore
1030303,who is aziz hashim,2458.69970703125,{'k': 7},spatial
1037496,who is rep scalise,2685.25634765625,{'k': 7},spatial
1037798,who is robert gray,2498.218017578125,{'k': 7},spatial
1043135,who killed nicholas ii of russia,2598.26904296875,{'k': 7},spatial
104861,cost of interior concrete flooring,2851.462890625,{'k': 7},spatial
1051399,who sings monk theme song,2626.20947265625,{'k': 7},spatial
1063750,why did the us volunterilay enter ww1,2583.9140625,{'k': 7},spatial
1064670,why do hunters pattern their shotguns,2573.724609375,{'k': 7},spatial
1071750,why is pete rose banned from hall of fame,2551.3251953125,{'k': 7},spatial
1103812,who formed the commonwealth of independent states,2584.54052734375,{'k': 7},spatial
1105792,define geon,2686.322021484375,{'k': 7},spatial
1106007,define visceral,2911.88525390625,{'k': 7},spatial
1106979,define pareto chart in statistics,2738.52294921875,{'k': 7},spatial
1108651,what the best way to get clothes white,2547.744140625,{'k': 7},spatial
1109707,what medium do radio waves travel through,2768.9765625,{'k': 7},spatial
1110199,what is wifi vs bluetooth,2488.86279296875,{'k': 7},spatial
1110678,what is the un fao,2482.04541015625,{'k': 7},spatial
1112341,what is the daily life of thai people,2514.07177734375,{'k': 7},spatial
1113256,what is reba mcentire s net worth,2959.029296875,{'k': 7},spatial
1113437,what is physical description of spruce,2557.45703125,{'k': 7},spatial
1114646,what is famvir prescribed for,2702.6279296875,{'k': 7},spatial
1114819,what is durable medical equipment consist of,3133.96923828125,{'k': 7},spatial
1115210,what is chaff and flare,2429.5830078125,{'k': 7},spatial
1115776,what is an aml surveillance analyst,2542.842041015625,{'k': 7},spatial
1116380,what is a nonconformity earth science,2528.5810546875,{'k': 7},spatial
1117099,what is a active margin,2645.55322265625,{'k': 7},spatial
1121353,what can you do about discrimination in the workplace in oklahoma city,2520.86181640625,{'k': 7},spatial
1121402,what can contour plowing reduce,2771.35302734375,{'k': 7},spatial
1121709,what are the three percenters,2333.775146484375,{'k': 7},spatial
1122767,what amino produces carnitine,2588.45263671875,{'k': 7},spatial
1124210,tracheids are part of,2721.869140625,{'k': 7},spatial
1127540,meaning of shebang,2790.701171875,{'k': 7},spatial
1129237,hydrogen is a liquid below what temperature,2630.2763671875,{'k': 7},spatial
1131069,how many sons robert kraft has,2554.4951171875,{'k': 7},spatial
1132532,average annual income data analyst,2648.345703125,{'k': 7},spatial
1133167,how is the weather in jamaica,2788.52001953125,{'k': 7},spatial
1133579,how does granulation tissue start,2669.49609375,{'k': 7},spatial
1136043,difference between a hotel and motel,2642.196533203125,{'k': 7},spatial
1136047,difference between a company s strategy and business model is,2694.9111328125,{'k': 7},spatial
1136962,why did the ancient egyptians call their land kemet or black land,2811.23828125,{'k': 7},spatial
118440,define bmt medical,2485.614990234375,{'k': 7},spatial
121171,define etruscans,2555.615966796875,{'k': 7},spatial
130510,definition declaratory judgment,2726.40673828125,{'k': 7},spatial
131843,definition of a sigmet,2616.20751953125,{'k': 7},spatial
135802,definition of laudable,2633.26171875,{'k': 7},spatial
141630,describe how muscles and bones work together to produce movement,2787.64208984375,{'k': 7},spatial
146187,difference between a mcdouble and a double cheeseburger,2638.1416015625,{'k': 7},spatial
148538,difference between rn and bsn,2812.70263671875,{'k': 7},spatial
156493,do goldfish grow,2704.04150390625,{'k': 7},spatial
156498,do google docs auto save,2608.9404296875,{'k': 7},spatial
168216,does legionella pneumophila cause pneumonia,2747.699951171875,{'k': 7},spatial
169208,does mississippi have an income tax,2645.9345703125,{'k': 7},spatial
174463,dog day afternoon meaning,2427.59130859375,{'k': 7},spatial
182539,example of monotonic function,2617.89404296875,{'k': 7},spatial
183378,exons definition biology,2924.797119140625,{'k': 7},spatial
19335,anthropological definition of environment,2602.32421875,{'k': 7},spatial
207786,how are some sharks warm blooded,2588.45458984375,{'k': 7},spatial
23849,are naturalization records public information,2486.9462890625,{'k': 7},spatial
258062,how long does it take to remove wisdom tooth,2779.57080078125,{'k': 7},spatial
264014,how long is life cycle of flea,2771.4912109375,{'k': 7},spatial
324585,how much money do motivational speakers make,2936.72119140625,{'k': 7},spatial
330975,how much would it cost to install my own wind turbine,2754.110595703125,{'k': 7},spatial
332593,how often to button quail lay eggs,2669.19970703125,{'k': 7},spatial
336901,how old is vanessa redgrave,2564.396728515625,{'k': 7},spatial
359349,how to find the midsegment of a trapezoid,2830.059814453125,{'k': 7},spatial
390360,ia suffix meaning,2496.24609375,{'k': 7},spatial
405163,is caffeine an narcotic,2537.87109375,{'k': 7},spatial
405717,is cdg airport in main paris,2726.349365234375,{'k': 7},spatial
42255,average salary for dental hygienist in nebraska,2755.38134765625,{'k': 7},spatial
443396,lps laws definition,2449.431884765625,{'k': 7},spatial
451602,medicare s definition of mechanical ventilation,2666.734375,{'k': 7},spatial
47210,average wedding dress alteration cost,3050.16552734375,{'k': 7},spatial
47923,axon terminals or synaptic knob definition,2784.325439453125,{'k': 7},spatial
489204,right pelvic pain causes,2652.736328125,{'k': 7},spatial
490595,rsa definition key,2686.5498046875,{'k': 7},spatial
527433,types of dysarthria from cerebral palsy,2637.52294921875,{'k': 7},spatial
555530,what are best foods to lower cholesterol,2626.8251953125,{'k': 7},spatial
573724,what are the social determinants of health,2792.402099609375,{'k': 7},spatial
583468,what carvedilol used for,2849.669921875,{'k': 7},spatial
640502,what does it mean if your tsh is low,2693.11181640625,{'k': 7},spatial
67316,can fever cause miscarriage early pregnancy,2574.069091796875,{'k': 7},spatial
673670,what is a alm,2523.3359375,{'k': 7},spatial
701453,what is a statutory deed,2699.899658203125,{'k': 7},spatial
730539,what is chronometer who invented it,2605.02880859375,{'k': 7},spatial
768208,what is mamey,2536.744140625,{'k': 7},spatial
833860,what is the most popular food in switzerland,2685.5244140625,{'k': 7},spatial
855410,what is theraderm used for,2612.53564453125,{'k': 7},spatial
87181,causes of left ventricular hypertrophy,2730.02197265625,{'k': 7},spatial
87452,causes of military suicide,2689.63525390625,{'k': 7},spatial
877809,what metal are hip replacements made of,2710.24560546875,{'k': 7},spatial
911232,what type of conflict does della face in o henry the gift of the magi,2528.31640625,{'k': 7},spatial
914916,what type of tissue are bronchioles,2628.473876953125,{'k': 7},spatial
915593,what types of food can you cook sous vide,2541.372802734375,{'k': 7},spatial
938400,when did family feud come out,2520.470703125,{'k': 7},spatial
940547,when did rock n roll begin,2556.65087890625,{'k': 7},spatial
962179,when was the salvation army founded,2514.9130859375,{'k': 7},spatial
997622,where is the show shameless filmed,2788.638916015625,{'k': 7},spatial
1030303,who is aziz hashim,6.409227968581313,"{'k': 50, 'ratio': 0.1}",a_ratio
1037496,who is rep scalise,3.2283939444395187,"{'k': 50, 'ratio': 0.1}",a_ratio
1037798,who is robert gray,20.82303982730161,"{'k': 50, 'ratio': 0.1}",a_ratio
1043135,who killed nicholas ii of russia,1.2092707687481072,"{'k': 50, 'ratio': 0.1}",a_ratio
104861,cost of interior concrete flooring,4.48756437577481,"{'k': 50, 'ratio': 0.1}",a_ratio
1051399,who sings monk theme song,517.2662112806395,"{'k': 50, 'ratio': 0.1}",a_ratio
1063750,why did the us volunterilay enter ww1,13.7054750387703,"{'k': 50, 'ratio': 0.1}",a_ratio
1064670,why do hunters pattern their shotguns,2.4618755748532917,"{'k': 50, 'ratio': 0.1}",a_ratio
1071750,why is pete rose banned from hall of fame,2.264179907755829,"{'k': 50, 'ratio': 0.1}",a_ratio
1103812,who formed the commonwealth of independent states,10.961827835335775,"{'k': 50, 'ratio': 0.1}",a_ratio
1105792,define geon,44.21263495003646,"{'k': 50, 'ratio': 0.1}",a_ratio
1106007,define visceral,2.7431752116909345,"{'k': 50, 'ratio': 0.1}",a_ratio
1106979,define pareto chart in statistics,1.4958750326082957,"{'k': 50, 'ratio': 0.1}",a_ratio
1108651,what the best way to get clothes white,5.287786870750175,"{'k': 50, 'ratio': 0.1}",a_ratio
1109707,what medium do radio waves travel through,1.70828286875132,"{'k': 50, 'ratio': 0.1}",a_ratio
1110199,what is wifi vs bluetooth,17.217598368556864,"{'k': 50, 'ratio': 0.1}",a_ratio
1110678,what is the un fao,41.76614539456536,"{'k': 50, 'ratio': 0.1}",a_ratio
1112341,what is the daily life of thai people,1143.4490951287264,"{'k': 50, 'ratio': 0.1}",a_ratio
1113256,what is reba mcentire s net worth,27.049005534245456,"{'k': 50, 'ratio': 0.1}",a_ratio
1113437,what is physical description of spruce,2.9462988610849425,"{'k': 50, 'ratio': 0.1}",a_ratio
1114646,what is famvir prescribed for,62.995925169072684,"{'k': 50, 'ratio': 0.1}",a_ratio
1114819,what is durable medical equipment consist of,1.2546542736487565,"{'k': 50, 'ratio': 0.1}",a_ratio
1115210,what is chaff and flare,7.815192838552328,"{'k': 50, 'ratio': 0.1}",a_ratio
1115776,what is an aml surveillance analyst,49.962932926436345,"{'k': 50, 'ratio': 0.1}",a_ratio
1116380,what is a nonconformity earth science,38.165228041334124,"{'k': 50, 'ratio': 0.1}",a_ratio
1117099,what is a active margin,1.8999309132548037,"{'k': 50, 'ratio': 0.1}",a_ratio
1121353,what can you do about discrimination in the workplace in oklahoma city,251.3188637802539,"{'k': 50, 'ratio': 0.1}",a_ratio
1121402,what can contour plowing reduce,2.2962799003084475,"{'k': 50, 'ratio': 0.1}",a_ratio
1121709,what are the three percenters,89.55920840802229,"{'k': 50, 'ratio': 0.1}",a_ratio
1122767,what amino produces carnitine,1.40288302483787,"{'k': 50, 'ratio': 0.1}",a_ratio
1124210,tracheids are part of,6.140415093302577,"{'k': 50, 'ratio': 0.1}",a_ratio
1127540,meaning of shebang,6.656088683014416,"{'k': 50, 'ratio': 0.1}",a_ratio
1129237,hydrogen is a liquid below what temperature,8.1924479093724,"{'k': 50, 'ratio': 0.1}",a_ratio
1131069,how many sons robert kraft has,5834.424612409079,"{'k': 50, 'ratio': 0.1}",a_ratio
1132532,average annual income data analyst,2.798506664405698,"{'k': 50, 'ratio': 0.1}",a_ratio
1133167,how is the weather in jamaica,1.132228444920807,"{'k': 50, 'ratio': 0.1}",a_ratio
1133579,how does granulation tissue start,1.0503592557682735,"{'k': 50, 'ratio': 0.1}",a_ratio
1136043,difference between a hotel and motel,94697.23731305319,"{'k': 50, 'ratio': 0.1}",a_ratio
1136047,difference between a company s strategy and business model is,2.0295523007024663,"{'k': 50, 'ratio': 0.1}",a_ratio
1136962,why did the ancient egyptians call their land kemet or black land,1.2043517504320085,"{'k': 50, 'ratio': 0.1}",a_ratio
118440,define bmt medical,15.094623679142003,"{'k': 50, 'ratio': 0.1}",a_ratio
121171,define etruscans,6.884416688508892,"{'k': 50, 'ratio': 0.1}",a_ratio
130510,definition declaratory judgment,11.107891580268824,"{'k': 50, 'ratio': 0.1}",a_ratio
131843,definition of a sigmet,35.367540578650754,"{'k': 50, 'ratio': 0.1}",a_ratio
135802,definition of laudable,36.249927348097884,"{'k': 50, 'ratio': 0.1}",a_ratio
141630,describe how muscles and bones work together to produce movement,1.131478523592901,"{'k': 50, 'ratio': 0.1}",a_ratio
146187,difference between a mcdouble and a double cheeseburger,5.821433083153185,"{'k': 50, 'ratio': 0.1}",a_ratio
148538,difference between rn and bsn,2.6554882298763514,"{'k': 50, 'ratio': 0.1}",a_ratio
156493,do goldfish grow,1.1001482822308788,"{'k': 50, 'ratio': 0.1}",a_ratio
156498,do google docs auto save,3.510499318926903,"{'k': 50, 'ratio': 0.1}",a_ratio
168216,does legionella pneumophila cause pneumonia,1.0253713713016217,"{'k': 50, 'ratio': 0.1}",a_ratio
169208,does mississippi have an income tax,1.1707161787979123,"{'k': 50, 'ratio': 0.1}",a_ratio
174463,dog day afternoon meaning,19.90383435096808,"{'k': 50, 'ratio': 0.1}",a_ratio
182539,example of monotonic function,2.603500714075108,"{'k': 50, 'ratio': 0.1}",a_ratio
183378,exons definition biology,5.924620096067012,"{'k': 50, 'ratio': 0.1}",a_ratio
19335,anthropological definition of environment,8.774508046919816,"{'k': 50, 'ratio': 0.1}",a_ratio
207786,how are some sharks warm blooded,9.643244099256187,"{'k': 50, 'ratio': 0.1}",a_ratio
23849,are naturalization records public information,29.240168656580916,"{'k': 50, 'ratio': 0.1}",a_ratio
258062,how long does it take to remove wisdom tooth,4.202176193465197,"{'k': 50, 'ratio': 0.1}",a_ratio
264014,how long is life cycle of flea,1.2478674176326405,"{'k': 50, 'ratio': 0.1}",a_ratio
324585,how much money do motivational speakers make,28.91915682084337,"{'k': 50, 'ratio': 0.1}",a_ratio
330975,how much would it cost to install my own wind turbine,1.1174924704408749,"{'k': 50, 'ratio': 0.1}",a_ratio
332593,how often to button quail lay eggs,1.4211732480134716,"{'k': 50, 'ratio': 0.1}",a_ratio
336901,how old is vanessa redgrave,13.674667392154442,"{'k': 50, 'ratio': 0.1}",a_ratio
359349,how to find the midsegment of a trapezoid,1.4306695433406822,"{'k': 50, 'ratio': 0.1}",a_ratio
390360,ia suffix meaning,20.161836100410788,"{'k': 50, 'ratio': 0.1}",a_ratio
405163,is caffeine an narcotic,52.89649838331233,"{'k': 50, 'ratio': 0.1}",a_ratio
405717,is cdg airport in main paris,1.1232683235354275,"{'k': 50, 'ratio': 0.1}",a_ratio
42255,average salary for dental hygienist in nebraska,689.5109813316565,"{'k': 50, 'ratio': 0.1}",a_ratio
443396,lps laws definition,14.440937733698014,"{'k': 50, 'ratio': 0.1}",a_ratio
451602,medicare s definition of mechanical ventilation,3.668236590265598,"{'k': 50, 'ratio': 0.1}",a_ratio
47210,average wedding dress alteration cost,1.3218251420588953,"{'k': 50, 'ratio': 0.1}",a_ratio
47923,axon terminals or synaptic knob definition,1.22319597726376,"{'k': 50, 'ratio': 0.1}",a_ratio
489204,right pelvic pain causes,1.9899572256218268,"{'k': 50, 'ratio': 0.1}",a_ratio
490595,rsa definition key,1.648967125772091,"{'k': 50, 'ratio': 0.1}",a_ratio
527433,types of dysarthria from cerebral palsy,3.42460347580366,"{'k': 50, 'ratio': 0.1}",a_ratio
555530,what are best foods to lower cholesterol,2.6664749513314407,"{'k': 50, 'ratio': 0.1}",a_ratio
573724,what are the social determinants of health,1.0552550931196731,"{'k': 50, 'ratio': 0.1}",a_ratio
583468,what carvedilol used for,1.0638015548856867,"{'k': 50, 'ratio': 0.1}",a_ratio
640502,what does it mean if your tsh is low,1.1534613426959135,"{'k': 50, 'ratio': 0.1}",a_ratio
67316,can fever cause miscarriage early pregnancy,275.3891804742445,"{'k': 50, 'ratio': 0.1}",a_ratio
673670,what is a alm,2.9684735364289474,"{'k': 50, 'ratio': 0.1}",a_ratio
701453,what is a statutory deed,2.7281490258223133,"{'k': 50, 'ratio': 0.1}",a_ratio
730539,what is chronometer who invented it,20.320160425451817,"{'k': 50, 'ratio': 0.1}",a_ratio
768208,what is mamey,33.559922030952926,"{'k': 50, 'ratio': 0.1}",a_ratio
